,name,price,Гарантия ,Диагональ дисплея ,Разрешение дисплея ,Частота обновления ,Тип матрицы экрана ,Процессор ,Количество ядер процессора ,Серия процессора. ,Частота процессора ,Частота процессора (режим Turbo) ,Кэш-память ,Тип видеокарты ,Видеокарта ,Тип оперативной памяти ,Оперативная память ,Тип носителя данных ,Объем твердотельного накопителя SSD ,Типоразмер ,Интерфейс SSD ,Wi-Fi ,BlueTooth ,USB 3.0 ,Thunderbolt ,HDMI ,Аудио ,Разъемы ,Установленная ОС ,Сертификаты (звук) ,Встроенные динамики ,Замок Kensington ,Веб-камера ,Блок питания ,Цвет ,Линейка ,Вес ,Бренд,Покрытие экрана ,Чипсет ,Частота ,LAN ,USB 3.2 ,USB-Type-C / Thunderbolt (совмещенные) ,Звуковая система ,Встроенный микрофон ,Подсветка клавиатуры ,Прочее ,Привод ,USB-Type-C ,Макс. поддерживаемая память ,Сканер отпечатка пальца ,Аккумулятор ,Кол-во слотов памяти ,Язык раскладки клавиатуры ,Серия ,USB 2.0 ,Видеовыход ,Емкость аккумулятора ,Считыватель карт памяти ,Скорость вращения ,USB 3.1 ,Сенсорный экран ,Объем видеопамяти ,Время автономной работы ,Покрытие крышки дисплея ,Игровой ,Объем жесткого диска ,Стилус ,Размеры ,Емкость встроенной памяти eMMC ,Мобильная сеть ,Категория ,Express Card ,Компоновка памяти ,Внешний монитор ,Тип Wi-Fi ,ПО ,Материал и цвет palmrest ,Модель 
529,Ноутбук Gigabyte Aero 17 XE5-73RU738HP,179900 руб.,1 год ,17.3 дюйм ,3840x2160 4k UHD ,120 Гц ,TFT IPS ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,4.7 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3070 Ti ,DDR5 ,16 Gb ,SSD ,2048 ГБ ,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Серебристый ,,2600 г ,Gigabyte ,Матовое ,,4800 MHz ,,,,стереодинамики ,,Есть ,,,,64 Gb ,,Li-Pol ,2 ,,,,,,,,,,8 Gb ,,,Да ,,,,,,,,,,,,,
530,Ноутбук ASUS A416EA-EB1300 90NB0TT2-M00CW0,33000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Pentium Gold ,2 ,7505 ,2.2 ГГц ,3.5 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серый ,,1600 г ,ASUS ,Матовое ,,,,,,стереодинамики ,,,,,1 ,,,2-Cell Li-Ion ,,Русский ,,2 ,,,,,,,,,,,,,,,,,,,,,,,
531,Ноутбук Acer Aspire 5 A515-45-R1J0 NX.A84ER.00X,62800 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 7 ,,5700U ,1.8 ГГц ,,,Встроенная ,AMD Radeon Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,,Есть ,2 ,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,1800 г ,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,Нет ,1 ,,,3-Cell Li-Ion ,,Русский ,,1 ,,,,,,,,10 ч ,,,,,,,,,,,,,,,
532,Ноутбук Dell Vostro 3400 3400-0259,45390 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,HDD ,,,,Есть ,Есть ,,,,,,Windows 10 Pro 64-bit ,,,,,,Черный ,,,Dell ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 ГБ ,,,,,,,,,,,,
533,Ноутбук Lenovo ThinkPad T14 Gen 2 20W1A10QCD,286122 руб.,,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,2 ,есть ,Есть ,,,DOS / без ОС ,,,Есть ,,,Черный ,,1500 г ,Lenovo ,,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,,Нет ,2 ,48 Gb ,,,,Английский ,,,,,,,,,,,,,,,,,,,Есть ,,,,,,
534,Ноутбук Lenovo Legion 5 Pro 16ACH6 82JS006MRK,150189 руб.,,16 дюйм ,2560х1600 ,165 Гц ,TFT IPS ,AMD Ryzen 7 ,8 ,5800H ,3.2 ГГц ,4.4 ГГц ,16 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 SODIMM ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,,,DOS / без ОС ,,,,Есть ,,Серый ,,2450 г ,Lenovo ,,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,4 ,,,,Есть ,"Размеры (Ш x Г x В), см	356 x 264 x 26.8 ",,2 ,,,Li-Pol ,2 ,,,,DisplayPort ,8060 mAh ,,,,,4 Gb ,,,,,,,,,,,,,,,,
535,Ноутбук Lenovo ThinkPad X12 20UW005MRT,198921 руб.,,12.3 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1130G7 ,1.8 ГГц ,4 ГГц ,,,Intel Iris Xe Graphics ,LPDDR4X ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,,Lenovo ,,Lenovo ,Антибликовое ,,,Gigabit Ethernet 10/100/1000 ,,,,,,,Нет ,1 ,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Ноутбук Apple MacBook Pro A2780 MNW83LL/A,299000 руб.,2 года ,16.2 дюйм ,3456х2234 ,120 Гц ,TFT IPS ,Apple M2 ,12 ,M2 Pro ,3.5 ГГц ,,20 Mb ,Встроенная ,,,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,4 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,MAC OS ,,,,Есть ,,Серый ,,2150 г ,Apple ,Глянцевое ,Apple SoC ,,,,,стереодинамики ,,Есть ,"19 core GPU
Ш х Г х В  355.7x248.1x16.8 ",,4 ,,,Li-Pol ,,,,,,,"есть, поддержка SDXC ",,,,,12 ч ,,,,,,,,,,,,,,,
537,Ноутбук ASUS M1603QA-MB120 90NB0Y81-M009B0,44000 руб.,1 год ,16 дюйм ,1920х1200 ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5600H ,3.3 ГГц ,4.2 ГГц ,18 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1x Разъем питания ,no OS (без операционной системы) ,,,,Есть ,,Синий ,,1880 г ,ASUS ,Матовое ,,,,1 ,,стереодинамики ,,Есть ,Ш х Г х В  358.4 х 247.7 х 19.9 ,Нет ,1 ,16 Gb ,,3 cell Li-Ion ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
538,Ноутбук HP ProBook 440 G9 6A1S6EA,91612 руб.,,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,6 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,,,,,,Есть ,Есть ,,Серебристый ,,1380 г ,HP ,,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,3 ,,,,,"Размеры (Ш x Г x В), см	32.19 x 21.39 x 1.99 ",,1 ,32 Gb ,Есть ,3-Cell Li-Ion ,2 ,,,,,,,,,,,,,,,,,,,,,,,,Free DOS ,,
539,Ноутбук Lenovo IdeaPad Yoga 7 14IAL7 82QE007QRU,165583 руб.,1 год ,14 дюйм ,2880x1800 ,,TFT IPS ,Intel Core i7 ,12 ,1260P ,2.1 ГГц ,4.7 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,SSD ,1000 ГБ ,,,Есть ,Есть ,,2 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Серый ,,1420 г ,Lenovo ,Глянцевое ,,4800 MHz ,,1 ,,стереодинамики ,,,,,,16 Gb ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Ноутбук ASUS Laptop X571LI-BQ373T 90NB0QI1-M06900,112610 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,,10870H ,,,,Встроенная ,NVIDIA GeForce GTX 1650 Ti ,DDR4 ,16 Gb ,HDD+SSD (Intel Optane Memory) ,1000 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Home 64-bit ,,,,Есть ,,Черный ,,2100 г ,ASUS ,,,,,,,,,,,,,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
541,Ноутбук Lenovo ThinkPad P15 20YQ0018UK,167890 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,6 ,11500H ,2.9 ГГц ,4.6 ГГц ,12 Mb ,Дискретная ,NVIDIA Quadro T1200 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,2 ,Есть ,,,Windows 10 Pro 64-bit ,,,Есть ,Есть ,,,,2900 г ,Lenovo ,Антибликовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,3 ,,,,Есть ,Сканер отпечатка пальца ,,,128 Gb ,,,4 ,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
542,Ноутбук HP Elite Dragonfly G3 4J043AV,226539 руб.,1 год ,13.5 дюйм ,1920x1280 ,,TFT IPS ,Intel Core i7 ,10 ,1265U ,3.6 ГГц ,4.8 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,2 ,Есть ,,,Windows 11 Pro ,,,,Есть ,,Голубой ,,1000 г ,HP ,,,4800 MHz ,,1 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,Ш x Г x В  29.74 x 22.04 x 1.64 ,Нет ,,,Есть ,4-Cell ,,,,,,,,,,Touch-screen ,,,,,,,,,,,,,,,,,
543,Ноутбук Lenovo ThinkBook 16p G2 ACH 20YM002VPB,239235 руб.,1 год ,16 дюйм ,2560х1600 ,,TFT IPS ,AMD Ryzen 9 ,8 ,5900HX ,3.3 ГГц ,4.6 ГГц ,16 Mb ,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR4 ,32 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,Есть ,Есть ,230 Вт ,Серый ,Lenovo ,1990 г ,Lenovo ,Антибликовое ,,3200 MHz ,,2 ,,,,Есть ,,Нет ,2 ,32 Gb ,,Li-Pol ,,,Thinkbook ,,,,4-in-1 Card Reader ,,,,6 Gb ,,,,,,,,,,,,,,,,
544,Ноутбук HP ENVY X360 13-BF0165NW 714T6EA,109160 руб.,,13 дюйм ,,,,Intel Core i5 ,10 ,1230U ,,4.4 ГГц ,12 Mb ,,,LPDDR4X ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,Windows 11 Home ,,,,Есть ,,,,,HP ,,,4266 MHz ,,,,,,,Вес в упаковке  3.50 кг ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Ноутбук HIPER EXPERTBOOK MTL1601 MTL1601A1115WP,52300 руб.,1 год ,16.1 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,2.1 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,SATA ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Pro 64-bit ,,2 x 1.0 Вт ,,Есть ,,Серебристый ,,,HIPER ,Матовое ,,2666 MHz ,,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,"Ш х Г х В  369 х 235 х 22,5 ",Нет ,1 ,64 Gb ,,Li-Ion ,2 ,,,1 ,DisplayPort ,4700 mAh ,"есть, поддержка microSD (XC) ",,,,,,,,,,,,,,,,,,,,
546,Ноутбук Lenovo ThinkBook 14-ACL 21A2003XRU,95121 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,10 ,5500U ,2.1 ГГц ,4 ГГц ,8 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,Есть ,Есть ,65 Вт ,Mineral Grey (Серебристый) ,,1400 г ,Lenovo ,Глянцевое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,,,,,2 ,,,3cell ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Ноутбук ASUS Vivobook Go 14 E410MA-BV1516 90NB0Q15-M40350,27900 руб.,,14 дюйм ,1366x768 HD ,,TFT TN ,Intel Pentium Silver ,4 ,N5030 ,1.1 ГГц ,,,Встроенная ,Intel UHD Graphics 605 ,DDR4 ,4 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Черный ,,1300 г ,ASUS ,,,3200 MHz ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Ноутбук MSI Modern 14 C5M-011XRU 9S7-14JK12-011,41000 руб.,,14 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 ,6 ,5625U ,2.3 ГГц ,4.3 ГГц ,,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,1400 г ,MSI ,Матовое ,,3200 MHz ,,1 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,ШхГхВ  319.9 х 223 х 19.35 мм ,Нет ,1 ,16 Gb ,,3 cell ,,Русский ,,2 ,,,"есть ,Micro SD ",,,,,,,,,,,,,,,,,,,,
549,Ноутбук ASUS B1500CEAE-BQ2259W 90NX0441-M26660,65047 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,Есть ,Есть ,,Черный ,,1730 г ,ASUS ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,,,,"Размеры (Ш x Г x В), см	35.8 x 23.7 x 1.9 ",,1 ,,,3-Cell Li-Ion ,,,,1 ,,4200 mAh ,,,2 ,,,,,,,,,,,,,,,,,,
550,Ноутбук Lenovo Yoga 9 14IAP7 82LU004NRU,183094 руб.,1 год ,14 дюйм ,2880x1800 ,90 Гц ,OLED ,Intel Core i5 ,12 ,1240P ,1.7 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1x Разъем питания ,Windows 11 Home ,,2 x 2 Вт ,,Есть ,,Storm Grey ,,1400 г ,Lenovo ,Антибликовое ,Intel® SoC Platform ,5200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,стереодинамики ,Встроенный массив микрофонов ,Есть ,"Ш х Г х В   31,8 х 23,0 х 15 ",Нет ,,,,,,Русский ,,,,,,,,Touch-screen ,,,,,,,,,,,,,,,,,
551,Ноутбук ASUS ASUS Zenbook 14 90NB0WC2-M01310,170993 руб.,,14 дюйм ,2560х1600 ,60 Гц ,OLED ,Intel Core i5 ,12 ,1240P ,1.7 ГГц ,,,Дискретная ,Intel Iris Xe Graphics ,LPDDR4X ,16 Gb ,SSD ,1000 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Midnight Blue (Синий) ,,1100 г ,ASUS ,Матовое ,,3200 MHz ,,1 ,,,Встроенный аналоговый микрофон ,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,"Ноутбук Machenike Star-15C 15.6"" S15C-i512450H30504GF144LH00RU",93900 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,,12450H ,3.3 ГГц ,,,,NVIDIA GeForce RTX 3050 ,,16 Gb ,,512 ГБ ,,,Есть ,Есть ,,,,,,,,,,Есть ,,Черный ,,2200 г ,Machenike ,,,,,,,,,,,,,,,,,,,,,4100 mAh ,,,,,4 Gb ,,,,,,,,,,,,,,,,
553,Ноутбук ASUS ASUS X515JF-BR240T 90NB0SW1-M000B0,36900 руб.,1 год ,15.6 дюйм ,1366x768 HD ,,,Intel Pentium Gold ,2 ,6805 ,1.1 ГГц ,3 ГГц ,4 Mb ,Дискретная ,NVIDIA GeForce MX130 ,DDR4 ,4 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 ,,,Есть ,,,Серый ,,1800 г ,ASUS ,Матовое ,,2666 MHz ,,,,,,,,Нет ,1 ,,,,1 ,,,2 ,,,,,1 ,,2 Gb ,,,,,,,,,,,,,,,,
554,Ноутбук Lenovo IdeaPad 3 15ITL6 82H80285RE,53311 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1650 г ,Lenovo ,Матовое ,,3200 MHz ,,,,стереодинамики ,,,,,1 ,12 Gb ,,Li-Pol ,1 ,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
555,Ноутбук Acer Extensa EX215-22-R2BT NX.EG9ER.00T,29500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,AMD Athlon ,2 ,3050U ,2.3 ГГц ,,,Встроенная ,AMD Radeon HD Graphics ,DDR4 ,4 Gb ,SSD ,128 ГБ ,,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Черный ,,1900 г ,Acer ,,,,,,,,,,,Привода нет ,,,,,,,,2 ,,,SD ,,,,,,,,,,,,,,,,,,,,
556,Ноутбук Dell Latitude 5431 P137G 5431-7654,131770 руб.,2 года ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,12 ,1270P ,1.8 ГГц ,4.8 ГГц ,18 Mb ,,NVIDIA GeForce MX550 ,DDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,,2 ,Есть ,,RJ-45 Network Connector	1 ,Linux ,,,,Есть ,,Серый ,,1470 г ,Dell ,,,,Gigabit Ethernet 10/100/1000 ,,,,,Есть ,"Размеры (Ш x Г x В), см	32.1 x 21.2 x 2.4 ",,,,Есть ,4-Cell Li-Ion ,,,,,,6400 mAh ,Да ,,2 ,,2 Gb ,,,,,,,,,,,,,,,,
557,Ноутбук ASUS ASUS X515JF-BR368T 90NB0SW1-M000D0,37990 руб.,1 год ,15.6 дюйм ,1366x768 HD ,,,Intel Pentium Gold ,2 ,6805 ,1.1 ГГц ,3 ГГц ,4 Mb ,Встроенная ,NVIDIA GeForce MX130 ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 ,,,Есть ,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,2666 MHz ,,,,,,,,Нет ,,,,,1 ,,,,,,,,,,2 Gb ,,,,,,,,,,,,,,,,
558,Ноутбук MSI Stealth GS77 12UGS 9S7-17P112-251,226000 руб.,1 год ,17.3 дюйм ,2560x1440 2k WQHD ,240 Гц ,TFT IPS ,Intel Core i9 ,14 ,12900H ,2.5 ГГц ,,24 Mb ,Дискретная ,NVIDIA GeForce RTX 3070 Ti ,DDR5 ,32 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ","4 (1xThunderbolt 4, 1xType-C USB3.2 Gen2, 2xType-A USB3.2 Gen2) ",Windows 11 Home ,,,,Есть ,,Черный ,,2800 г ,MSI ,,,,,,,,,Есть ,,,,64 Gb ,,,2 ,,,,,,,,,,8 Gb ,,,,,,,,,,,,,,,,
559,Ноутбук Huawei MateBook B3-520 53012KFG,61000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,1 ,,Есть ,,Разъем наушники/микрофон ,Windows 10 Pro 64-bit ,,,,Есть ,,Серый ,,1560 г ,Huawei ,Матовое ,,,LAN 10/100 ,,,стереодинамики ,,,,,,,Есть ,3-Cell Li-Pol ,,,,2 ,,4200 mAh ,,,,,,,,,,,,,,,,,,,,,
560,Ноутбук Acer Ноутбук Acer Aspire 3 NX.K6SER.00C,45200 руб.,,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i3 ,6 ,1215U ,1.1 ГГц ,4.4 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,3 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,,,,,Есть ,,Silver (Серебристый) ,,,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Ноутбук HP 14s-fq0059ur 64S60EA,36774 руб.,,14 дюйм ,1366x768 HD ,,TFT TN ,AMD Athlon ,2 ,3020e ,1.2 ГГц ,,,Встроенная ,AMD Radeon Graphics ,DDR ,4 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,,,,,,,Есть ,,,,1460 г ,HP ,Матовое ,,,,2 ,,,,,Габариты:324х225х17.9 мм ,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Ноутбук Acer Aspire 5 A514-55-58C4 NX.K5DER.00A,60700 руб.,,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,,12 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1480 г ,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,3 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,,1 ,,,,2 ,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
563,Ноутбук Lenovo IdeaPad 3 15IGL05 81WQ0086RU,31805 руб.,,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Celeron ,2 ,N4020 ,1.1 ГГц ,2.8 ГГц ,4 Mb ,Встроенная ,Intel UHD Graphics 600 ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1xРазъем питания ,Windows 11 Home ,Dolby Audio ,2 x 1.5 Вт ,,Есть ,,Серый ,,1700 г ,Lenovo ,Матовое ,Intel SoC Platform ,2400 MHz ,,2 ,,стереодинамики ,Встроенный массив микрофонов ,,,,,,,,,Русский ,,1 ,,,Есть ,,,,,,,,,,,,,,,,,,,,
564,Ноутбук CHUWI CoreBook X CWI529-308N5N1PDNXX,40479 руб.,1 год ,14 дюйм ,2560x1440 2k WQHD ,,,Intel Core i3 ,2 ,10100U ,2.1 ГГц ,,,,,,8 Gb ,,256 ГБ ,,,,,,,,,,Windows 11 Pro ,,,,,,,,1500 г ,CHUWI ,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Ноутбук HIPER Workbook N1567 N1567RH5AS,40500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,4 ,10210U ,1.6 ГГц ,4.2 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,SATA ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Linux ,,2 x 1.0 Вт ,,Есть ,,Серебристый ,,,HIPER ,Матовое ,,2666 MHz ,,,,стереодинамики ,,Есть ,Ш х Г х В  355 х 218 х 17 ,,1 ,32 Gb ,,Li-Ion ,,,,,DisplayPort ,,"есть, поддержка SD card (XC) ",,,,,,,,,,,,,,,,,,,,
566,Ноутбук HP 15s-eq2040nl 4C9N2EA,42500 руб.,1 год ,15.6 дюйм ,,,,AMD Ryzen 5 ,6 ,5500U ,4 ГГц ,,,,,,8 Gb ,,256 ГБ ,,,,,,,,,,Windows 10 Home 64-bit ,,,,,,,,2000 г ,HP ,,,,,,,,,,Windows 10 Home English ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Ноутбук ASUS X415FA-EB043T 90NB0W11-M00560,66775 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,10210U ,1.6 ГГц ,,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,1 ,,Есть ,,,Windows 10 ,,,,Есть ,,Transparent Silver ,,1600 г ,ASUS ,Матовое ,,3200 MHz ,,1 ,,,,,Ш х Г х В  325 x 216 x 20 ,Нет ,1 ,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,
